,country_code,file,details
f,GB,"[{'v': 'axonius_api_client-1.0.1-py2.py3-none-any.whl'}, {'v': 'axonius-api-client'}, {'v': '1.0.1'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,SG,"[{'v': 'az_k8s_operations-1.1.17-py2.py3-none-any.whl'}, {'v': 'az-k8s-operations'}, {'v': '1.1.17'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'requests'}, {'v': '2.18.4'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,DE,"[{'v': 'ayda_tools-0.4.4-py3-none-any.whl'}, {'v': 'ayda-tools'}, {'v': '0.4.4'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.2.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awsjar-0.0.20.tar.gz'}, {'v': 'awsjar'}, {'v': '0.0.20'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_acs-2.3.9-py2.py3-none-any.whl'}, {'v': 'azure-cli-acs'}, {'v': '2.3.9'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'axe_selenium_python-1.0.0-py2.py3-none-any.whl'}, {'v': 'axe-selenium-python'}, {'v': '1.0.0'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azkaban-0.3.9.tar.gz'}, {'v': 'azkaban'}, {'v': '0.3.9'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_extension-0.2.4-py2.py3-none-any.whl'}, {'v': 'azure-cli-extension'}, {'v': '0.2.4'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'awswrangler-0.3.2-py3.6.egg'}, {'v': 'awswrangler'}, {'v': '0.3.2'}, {'v': 'bdist_egg'}]","[{'v': {'f': [{'v': 'setuptools'}, {'v': '41.6.0'}]}}, {'v': '3.6'}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,FR,"[{'v': 'awscli-1.16.227-py2.py3-none-any.whl'}, {'v': 'awscli'}, {'v': '1.16.227'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'setuptools'}, {'v': '44.0.0'}]}}, {'v': '2.7'}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awsenv-1.1.tar.gz'}, {'v': 'awsenv'}, {'v': '1.1'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awsebcli-3.7.7.tar.gz'}, {'v': 'awsebcli'}, {'v': '3.7.7'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awslimitchecker-2.0.0.tar.gz'}, {'v': 'awslimitchecker'}, {'v': '2.0.0'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'awsencyrption-1.0.2.tar.gz'}, {'v': 'awsencyrption'}, {'v': '1.0.2'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'requests'}, {'v': '2.23.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,SG,"[{'v': 'awsparameter-1.4.tar.gz'}, {'v': 'awsparameter'}, {'v': '1.4'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'requests'}, {'v': '2.18.4'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'awscli-1.15.45.tar.gz'}, {'v': 'awscli'}, {'v': '1.15.45'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'setuptools'}, {'v': '36.2.7'}]}}, {'v': '2.7'}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_storage-2.0.19-py2.py3-none-any.whl'}, {'v': 'azure-cli-storage'}, {'v': '2.0.19'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awstestutils-0.1.2.tar.gz'}, {'v': 'awstestutils'}, {'v': '0.1.2'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscrt-0.3.1-cp35-cp35m-manylinux1_i686.whl'}, {'v': 'awscrt'}, {'v': '0.3.1'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'AX3%20model%20extras-1.1.2.tar.gz'}, {'v': 'ax3-model-extras'}, {'v': '1.1.2'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,CN,"[{'v': 'AWSEnums-0.0.1.dev6.tar.gz'}, {'v': 'awsenums'}, {'v': '0.0.1.dev6'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-find-0.3.1.tar.gz'}, {'v': 'azure-cli-find'}, {'v': '0.3.1'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awslimitchecker-0.6.0.tar.gz'}, {'v': 'awslimitchecker'}, {'v': '0.6.0'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'awswrangler-0.3.2-py3.6.egg'}, {'v': 'awswrangler'}, {'v': '0.3.2'}, {'v': 'bdist_egg'}]","[{'v': {'f': [{'v': 'setuptools'}, {'v': '41.6.0'}]}}, {'v': '3.6'}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'AYABInterface-0.0.8-py3-none-any.whl'}, {'v': 'ayabinterface'}, {'v': '0.0.8'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-core-2.0.43.tar.gz'}, {'v': 'azure-cli-core'}, {'v': '2.0.43'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'axonius_api_client-1.0.2-py2.py3-none-any.whl'}, {'v': 'axonius-api-client'}, {'v': '1.0.2'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'awscli-1.16.287-py2.py3-none-any.whl'}, {'v': 'awscli'}, {'v': '1.16.287'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'setuptools'}, {'v': '46.0.0'}]}}, {'v': '3.6'}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-profile-2.0.8.tar.gz'}, {'v': 'azure-cli-profile'}, {'v': '2.0.8'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscli-1.11.51-py2.py3-none-any.whl'}, {'v': 'awscli'}, {'v': '1.11.51'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-configure-2.0.18.tar.gz'}, {'v': 'azure-cli-configure'}, {'v': '2.0.18'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_consumption-0.1.2-py2.py3-none-any.whl'}, {'v': 'azure-cli-consumption'}, {'v': '0.1.2'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_servicefabric-0.0.12-py2.py3-none-any.whl'}, {'v': 'azure-cli-servicefabric'}, {'v': '0.0.12'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azkaban-0.6.31.tar.gz'}, {'v': 'azkaban'}, {'v': '0.6.31'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscli-1.11.113.tar.gz'}, {'v': 'awscli'}, {'v': '1.11.113'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'awscli-1.17.16-py2.py3-none-any.whl'}, {'v': 'awscli'}, {'v': '1.17.16'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'requests'}, {'v': '2.23.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-botservice-0.1.9.tar.gz'}, {'v': 'azure-cli-botservice'}, {'v': '0.1.9'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'awscli-1.16.204.tar.gz'}, {'v': 'awscli'}, {'v': '1.16.204'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'Browser'}, {'v': None}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awswrangler-0.0.23-glue-none-any.whl'}, {'v': 'awswrangler'}, {'v': '0.0.23'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscli_plugin_eucalyptus-0.2-py2.py3-none-any.whl'}, {'v': 'awscli-plugin-eucalyptus'}, {'v': '0.2'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscrt-0.2.11-cp35-cp35m-manylinux1_i686.whl'}, {'v': 'awscrt'}, {'v': '0.2.11'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'axis-23.tar.gz'}, {'v': 'axis'}, {'v': '23'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-acr-2.2.7.tar.gz'}, {'v': 'azure-cli-acr'}, {'v': '2.2.7'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awsplain-0.0.2.tar.gz'}, {'v': 'awsplain'}, {'v': '0.0.2'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'AWSpider-0.2.4.7.tar.gz'}, {'v': 'awspider'}, {'v': '0.2.4.7'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'AYABInterface-0.0.9.tar.gz'}, {'v': 'ayabinterface'}, {'v': '0.0.9'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'requests'}, {'v': '2.23.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'AWSpider-0.1.7.2.tar.gz'}, {'v': 'awspider'}, {'v': '0.1.7.2'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscli-1.15.12.tar.gz'}, {'v': 'awscli'}, {'v': '1.15.12'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,US,"[{'v': 'awscli-1.15.45.tar.gz'}, {'v': 'awscli'}, {'v': '1.15.45'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'setuptools'}, {'v': '36.2.7'}]}}, {'v': '2.7'}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_container-0.1.18-py2.py3-none-any.whl'}, {'v': 'azure-cli-container'}, {'v': '0.1.18'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'AWSpider-0.1.6.2.tar.gz'}, {'v': 'awspider'}, {'v': '0.1.6.2'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscli-1.15.5-py2.py3-none-any.whl'}, {'v': 'awscli'}, {'v': '1.15.5'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_ml-0.1.0a22.post1-py2.py3-none-any.whl'}, {'v': 'azure-cli-ml'}, {'v': '0.1.0a22.post1'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscli-1.3.14.tar.gz'}, {'v': 'awscli'}, {'v': '1.3.14'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_acr-2.1.3-py2.py3-none-any.whl'}, {'v': 'azure-cli-acr'}, {'v': '2.1.3'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-interactive-0.3.21.tar.gz'}, {'v': 'azure-cli-interactive'}, {'v': '0.3.21'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_rdbms-0.0.8-py2.py3-none-any.whl'}, {'v': 'azure-cli-rdbms'}, {'v': '0.0.8'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_network-2.0.23-py2.py3-none-any.whl'}, {'v': 'azure-cli-network'}, {'v': '2.0.23'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awsPySqsListener-0.1.1.tar.gz'}, {'v': 'awspysqslistener'}, {'v': '0.1.1'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscrt-0.2.13-cp35-cp35m-win_amd64.whl'}, {'v': 'awscrt'}, {'v': '0.2.13'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,CN,"[{'v': 'AX3%20model%20extras-1.2.3.tar.gz'}, {'v': 'ax3-model-extras'}, {'v': '1.2.3'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'Browser'}, {'v': None}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'AX3_OTP_Auth-1.0.2-py3-none-any.whl'}, {'v': 'ax3-otp-auth'}, {'v': '1.0.2'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,CN,"[{'v': 'AX3_model_extras-1.2.3-py3-none-any.whl'}, {'v': 'ax3-model-extras'}, {'v': '1.2.3'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-network-2.0.19.tar.gz'}, {'v': 'azure-cli-network'}, {'v': '2.0.19'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscli-1.7.20.tar.gz'}, {'v': 'awscli'}, {'v': '1.7.20'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_interactive-0.3.18-py2.py3-none-any.whl'}, {'v': 'azure-cli-interactive'}, {'v': '0.3.18'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscli-1.16.292-py2.py3-none-any.whl'}, {'v': 'awscli'}, {'v': '1.16.292'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awspolicy-0.0.3.1.tar.gz'}, {'v': 'awspolicy'}, {'v': '0.0.3.1'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awswl-1.0.0a1-py2.py3-none-any.whl'}, {'v': 'awswl'}, {'v': '1.0.0a1'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscon-0.0.9-py3-none-any.whl'}, {'v': 'awscon'}, {'v': '0.0.9'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awsume-console-plugin-1.0.3a1.tar.gz'}, {'v': 'awsume-console-plugin'}, {'v': '1.0.3a1'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-acr-0.1.0b10.tar.gz'}, {'v': 'azure-cli-acr'}, {'v': '0.1.0b10'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awsparams-1.1.1.tar.gz'}, {'v': 'awsparams'}, {'v': '1.1.1'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'az-0.1.0.dev1.tar.gz'}, {'v': 'az'}, {'v': '0.1.0.dev1'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-storage-2.0.4.tar.gz'}, {'v': 'azure-cli-storage'}, {'v': '2.0.4'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,CN,"[{'v': 'AX3%20model%20extras-1.2.3.tar.gz'}, {'v': 'ax3-model-extras'}, {'v': '1.2.3'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '2.0.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscon-0.0.3.tar.gz'}, {'v': 'awscon'}, {'v': '0.0.3'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,SG,"[{'v': 'awsctl_cli-0.4.0-py2.py3-none-any.whl'}, {'v': 'awsctl-cli'}, {'v': '0.4.0'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'requests'}, {'v': '2.18.4'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure-cli-component-0.1.0b4.tar.gz'}, {'v': 'azure-cli-component'}, {'v': '0.1.0b4'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'azure_cli_interactive-0.3.16-py2.py3-none-any.whl'}, {'v': 'azure-cli-interactive'}, {'v': '0.3.16'}, {'v': 'bdist_wheel'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
f,GB,"[{'v': 'awscli-1.16.71.tar.gz'}, {'v': 'awscli'}, {'v': '1.16.71'}, {'v': 'sdist'}]","[{'v': {'f': [{'v': 'bandersnatch'}, {'v': '3.6.0'}]}}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}, {'v': None}]"
